,activity_id,institution_id,source_id,experiment_id,member_id,table_id,variable_id,grid_label,dcpp_init_year,version,time_range,path
0,AerChemMIP,NIMS-KMA,UKESM1-0-LL,ssp370-lowNTCF,r1i1p1f2,day,rsds,gn,,v20201020,20150101-20491230,/glade/collections/cmip/CMIP6/AerChemMIP/NIMS-KMA/UKESM1-0-LL/ssp370-lowNTCF/r1i1p1f2/day/rsds/gn/v20201020/rsds/rsds_day_UKESM1-0-LL_ssp370-lowNTCF_r1i1p1f2_gn_20150101-20491230.nc
1,AerChemMIP,NIMS-KMA,UKESM1-0-LL,ssp370-lowNTCF,r1i1p1f2,day,rsds,gn,,v20201020,20500101-20551230,/glade/collections/cmip/CMIP6/AerChemMIP/NIMS-KMA/UKESM1-0-LL/ssp370-lowNTCF/r1i1p1f2/day/rsds/gn/v20201020/rsds/rsds_day_UKESM1-0-LL_ssp370-lowNTCF_r1i1p1f2_gn_20500101-20551230.nc
2,AerChemMIP,NIMS-KMA,UKESM1-0-LL,ssp370-lowNTCF,r1i1p1f2,day,tasmax,gn,,v20201020,20150101-20491230,/glade/collections/cmip/CMIP6/AerChemMIP/NIMS-KMA/UKESM1-0-LL/ssp370-lowNTCF/r1i1p1f2/day/tasmax/gn/v20201020/tasmax/tasmax_day_UKESM1-0-LL_ssp370-lowNTCF_r1i1p1f2_gn_20150101-20491230.nc
3,AerChemMIP,NIMS-KMA,UKESM1-0-LL,ssp370-lowNTCF,r1i1p1f2,day,tasmax,gn,,v20201020,20500101-20551230,/glade/collections/cmip/CMIP6/AerChemMIP/NIMS-KMA/UKESM1-0-LL/ssp370-lowNTCF/r1i1p1f2/day/tasmax/gn/v20201020/tasmax/tasmax_day_UKESM1-0-LL_ssp370-lowNTCF_r1i1p1f2_gn_20500101-20551230.nc
4,AerChemMIP,NIMS-KMA,UKESM1-0-LL,ssp370-lowNTCF,r2i1p1f2,day,rsds,gn,,v20201023,20150101-20491230,/glade/collections/cmip/CMIP6/AerChemMIP/NIMS-KMA/UKESM1-0-LL/ssp370-lowNTCF/r2i1p1f2/day/rsds/gn/v20201023/rsds/rsds_day_UKESM1-0-LL_ssp370-lowNTCF_r2i1p1f2_gn_20150101-20491230.nc
5,AerChemMIP,NIMS-KMA,UKESM1-0-LL,ssp370-lowNTCF,r2i1p1f2,day,rsds,gn,,v20201023,20500101-20551230,/glade/collections/cmip/CMIP6/AerChemMIP/NIMS-KMA/UKESM1-0-LL/ssp370-lowNTCF/r2i1p1f2/day/rsds/gn/v20201023/rsds/rsds_day_UKESM1-0-LL_ssp370-lowNTCF_r2i1p1f2_gn_20500101-20551230.nc
6,AerChemMIP,NIMS-KMA,UKESM1-0-LL,ssp370-lowNTCF,r2i1p1f2,day,tasmax,gn,,v20201023,20150101-20491230,/glade/collections/cmip/CMIP6/AerChemMIP/NIMS-KMA/UKESM1-0-LL/ssp370-lowNTCF/r2i1p1f2/day/tasmax/gn/v20201023/tasmax/tasmax_day_UKESM1-0-LL_ssp370-lowNTCF_r2i1p1f2_gn_20150101-20491230.nc
7,AerChemMIP,NIMS-KMA,UKESM1-0-LL,ssp370-lowNTCF,r2i1p1f2,day,tasmax,gn,,v20201023,20500101-20551230,/glade/collections/cmip/CMIP6/AerChemMIP/NIMS-KMA/UKESM1-0-LL/ssp370-lowNTCF/r2i1p1f2/day/tasmax/gn/v20201023/tasmax/tasmax_day_UKESM1-0-LL_ssp370-lowNTCF_r2i1p1f2_gn_20500101-20551230.nc
8,AerChemMIP,NIMS-KMA,UKESM1-0-LL,ssp370-lowNTCF,r3i1p1f2,day,rsds,gn,,v20210511,20150101-20491230,/glade/collections/cmip/CMIP6/AerChemMIP/NIMS-KMA/UKESM1-0-LL/ssp370-lowNTCF/r3i1p1f2/day/rsds/gn/v20210511/rsds/rsds_day_UKESM1-0-LL_ssp370-lowNTCF_r3i1p1f2_gn_20150101-20491230.nc
9,AerChemMIP,NIMS-KMA,UKESM1-0-LL,ssp370-lowNTCF,r3i1p1f2,day,rsds,gn,,v20210511,20500101-20551230,/glade/collections/cmip/CMIP6/AerChemMIP/NIMS-KMA/UKESM1-0-LL/ssp370-lowNTCF/r3i1p1f2/day/rsds/gn/v20210511/rsds/rsds_day_UKESM1-0-LL_ssp370-lowNTCF_r3i1p1f2_gn_20500101-20551230.nc
10,AerChemMIP,NIMS-KMA,UKESM1-0-LL,ssp370-lowNTCF,r3i1p1f2,day,tasmax,gn,,v20210511,20150101-20491230,/glade/collections/cmip/CMIP6/AerChemMIP/NIMS-KMA/UKESM1-0-LL/ssp370-lowNTCF/r3i1p1f2/day/tasmax/gn/v20210511/tasmax/tasmax_day_UKESM1-0-LL_ssp370-lowNTCF_r3i1p1f2_gn_20150101-20491230.nc
11,AerChemMIP,NIMS-KMA,UKESM1-0-LL,ssp370-lowNTCF,r3i1p1f2,day,tasmax,gn,,v20210511,20500101-20551230,/glade/collections/cmip/CMIP6/AerChemMIP/NIMS-KMA/UKESM1-0-LL/ssp370-lowNTCF/r3i1p1f2/day/tasmax/gn/v20210511/tasmax/tasmax_day_UKESM1-0-LL_ssp370-lowNTCF_r3i1p1f2_gn_20500101-20551230.nc
12,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r13i1p1f2,Amon,evspsbl,gn,,v20200205,185001-194912,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r13i1p1f2/Amon/evspsbl/gn/v20200205/evspsbl/evspsbl_Amon_UKESM1-0-LL_historical_r13i1p1f2_gn_185001-194912.nc
13,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r13i1p1f2,Amon,evspsbl,gn,,v20200205,195001-201412,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r13i1p1f2/Amon/evspsbl/gn/v20200205/evspsbl/evspsbl_Amon_UKESM1-0-LL_historical_r13i1p1f2_gn_195001-201412.nc
14,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r13i1p1f2,Amon,pr,gn,,v20200205,185001-194912,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r13i1p1f2/Amon/pr/gn/v20200205/pr/pr_Amon_UKESM1-0-LL_historical_r13i1p1f2_gn_185001-194912.nc
15,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r13i1p1f2,Amon,pr,gn,,v20200205,195001-201412,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r13i1p1f2/Amon/pr/gn/v20200205/pr/pr_Amon_UKESM1-0-LL_historical_r13i1p1f2_gn_195001-201412.nc
16,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r13i1p1f2,Omon,epc100,gn,,v20200805,185001-194912,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r13i1p1f2/Omon/epc100/gn/v20200805/epc100/epc100_Omon_UKESM1-0-LL_historical_r13i1p1f2_gn_185001-194912.nc
17,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r13i1p1f2,Omon,epc100,gn,,v20200805,195001-201412,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r13i1p1f2/Omon/epc100/gn/v20200805/epc100/epc100_Omon_UKESM1-0-LL_historical_r13i1p1f2_gn_195001-201412.nc
18,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r13i1p1f2,Omon,friver,gn,,v20200805,185001-194912,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r13i1p1f2/Omon/friver/gn/v20200805/friver/friver_Omon_UKESM1-0-LL_historical_r13i1p1f2_gn_185001-194912.nc
19,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r13i1p1f2,Omon,friver,gn,,v20200805,195001-201412,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r13i1p1f2/Omon/friver/gn/v20200805/friver/friver_Omon_UKESM1-0-LL_historical_r13i1p1f2_gn_195001-201412.nc
20,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r14i1p1f2,Amon,evspsbl,gn,,v20200805,185001-194912,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r14i1p1f2/Amon/evspsbl/gn/v20200805/evspsbl/evspsbl_Amon_UKESM1-0-LL_historical_r14i1p1f2_gn_185001-194912.nc
21,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r14i1p1f2,Amon,evspsbl,gn,,v20200805,195001-201412,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r14i1p1f2/Amon/evspsbl/gn/v20200805/evspsbl/evspsbl_Amon_UKESM1-0-LL_historical_r14i1p1f2_gn_195001-201412.nc
22,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r14i1p1f2,Amon,pr,gn,,v20200805,185001-194912,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r14i1p1f2/Amon/pr/gn/v20200805/pr/pr_Amon_UKESM1-0-LL_historical_r14i1p1f2_gn_185001-194912.nc
23,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r14i1p1f2,Amon,pr,gn,,v20200805,195001-201412,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r14i1p1f2/Amon/pr/gn/v20200805/pr/pr_Amon_UKESM1-0-LL_historical_r14i1p1f2_gn_195001-201412.nc
24,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r14i1p1f2,Eday,hus,gn,,v20201019,18500101-18691230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r14i1p1f2/Eday/hus/gn/v20201019/hus/hus_Eday_UKESM1-0-LL_historical_r14i1p1f2_gn_18500101-18691230.nc
25,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r14i1p1f2,Eday,hus,gn,,v20201019,18700101-18891230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r14i1p1f2/Eday/hus/gn/v20201019/hus/hus_Eday_UKESM1-0-LL_historical_r14i1p1f2_gn_18700101-18891230.nc
26,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r14i1p1f2,Eday,hus,gn,,v20201019,18900101-19091230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r14i1p1f2/Eday/hus/gn/v20201019/hus/hus_Eday_UKESM1-0-LL_historical_r14i1p1f2_gn_18900101-19091230.nc
27,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r14i1p1f2,Eday,hus,gn,,v20201019,19100101-19291230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r14i1p1f2/Eday/hus/gn/v20201019/hus/hus_Eday_UKESM1-0-LL_historical_r14i1p1f2_gn_19100101-19291230.nc
28,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r14i1p1f2,Eday,hus,gn,,v20201019,19300101-19491230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r14i1p1f2/Eday/hus/gn/v20201019/hus/hus_Eday_UKESM1-0-LL_historical_r14i1p1f2_gn_19300101-19491230.nc
29,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r14i1p1f2,Eday,hus,gn,,v20201019,19500101-19691230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r14i1p1f2/Eday/hus/gn/v20201019/hus/hus_Eday_UKESM1-0-LL_historical_r14i1p1f2_gn_19500101-19691230.nc
30,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r14i1p1f2,Eday,hus,gn,,v20201019,19700101-19891230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r14i1p1f2/Eday/hus/gn/v20201019/hus/hus_Eday_UKESM1-0-LL_historical_r14i1p1f2_gn_19700101-19891230.nc
31,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r14i1p1f2,Eday,hus,gn,,v20201019,19900101-20091230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r14i1p1f2/Eday/hus/gn/v20201019/hus/hus_Eday_UKESM1-0-LL_historical_r14i1p1f2_gn_19900101-20091230.nc
32,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r14i1p1f2,Eday,hus,gn,,v20201019,20100101-20141230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r14i1p1f2/Eday/hus/gn/v20201019/hus/hus_Eday_UKESM1-0-LL_historical_r14i1p1f2_gn_20100101-20141230.nc
33,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r14i1p1f2,day,hus,gn,,v20201019,18500101-18991230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r14i1p1f2/day/hus/gn/v20201019/hus/hus_day_UKESM1-0-LL_historical_r14i1p1f2_gn_18500101-18991230.nc
34,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r14i1p1f2,day,hus,gn,,v20201019,19000101-19491230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r14i1p1f2/day/hus/gn/v20201019/hus/hus_day_UKESM1-0-LL_historical_r14i1p1f2_gn_19000101-19491230.nc
35,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r14i1p1f2,day,hus,gn,,v20201019,19500101-19991230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r14i1p1f2/day/hus/gn/v20201019/hus/hus_day_UKESM1-0-LL_historical_r14i1p1f2_gn_19500101-19991230.nc
36,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r14i1p1f2,day,hus,gn,,v20201019,20000101-20141230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r14i1p1f2/day/hus/gn/v20201019/hus/hus_day_UKESM1-0-LL_historical_r14i1p1f2_gn_20000101-20141230.nc
37,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r14i1p1f2,day,psl,gn,,v20201019,18500101-19491230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r14i1p1f2/day/psl/gn/v20201019/psl/psl_day_UKESM1-0-LL_historical_r14i1p1f2_gn_18500101-19491230.nc
38,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r14i1p1f2,day,psl,gn,,v20201019,19500101-20141230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r14i1p1f2/day/psl/gn/v20201019/psl/psl_day_UKESM1-0-LL_historical_r14i1p1f2_gn_19500101-20141230.nc
39,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r14i1p1f2,day,sfcWind,gn,,v20201019,18500101-19491230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r14i1p1f2/day/sfcWind/gn/v20201019/sfcWind/sfcWind_day_UKESM1-0-LL_historical_r14i1p1f2_gn_18500101-19491230.nc
40,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r14i1p1f2,day,sfcWind,gn,,v20201019,19500101-20141230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r14i1p1f2/day/sfcWind/gn/v20201019/sfcWind/sfcWind_day_UKESM1-0-LL_historical_r14i1p1f2_gn_19500101-20141230.nc
41,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r15i1p1f2,Amon,evspsbl,gn,,v20210426,185001-194912,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r15i1p1f2/Amon/evspsbl/gn/v20210426/evspsbl/evspsbl_Amon_UKESM1-0-LL_historical_r15i1p1f2_gn_185001-194912.nc
42,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r15i1p1f2,Amon,evspsbl,gn,,v20210426,195001-201412,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r15i1p1f2/Amon/evspsbl/gn/v20210426/evspsbl/evspsbl_Amon_UKESM1-0-LL_historical_r15i1p1f2_gn_195001-201412.nc
43,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r15i1p1f2,Amon,pr,gn,,v20210426,185001-194912,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r15i1p1f2/Amon/pr/gn/v20210426/pr/pr_Amon_UKESM1-0-LL_historical_r15i1p1f2_gn_185001-194912.nc
44,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r15i1p1f2,Amon,pr,gn,,v20210426,195001-201412,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r15i1p1f2/Amon/pr/gn/v20210426/pr/pr_Amon_UKESM1-0-LL_historical_r15i1p1f2_gn_195001-201412.nc
45,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r15i1p1f2,day,psl,gn,,v20210426,18500101-18511230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r15i1p1f2/day/psl/gn/v20210426/psl/psl_day_UKESM1-0-LL_historical_r15i1p1f2_gn_18500101-18511230.nc
46,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r15i1p1f2,day,psl,gn,,v20210426,18520101-18531230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r15i1p1f2/day/psl/gn/v20210426/psl/psl_day_UKESM1-0-LL_historical_r15i1p1f2_gn_18520101-18531230.nc
47,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r15i1p1f2,day,psl,gn,,v20210426,18540101-18551230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r15i1p1f2/day/psl/gn/v20210426/psl/psl_day_UKESM1-0-LL_historical_r15i1p1f2_gn_18540101-18551230.nc
48,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r15i1p1f2,day,psl,gn,,v20210426,18600101-18611230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r15i1p1f2/day/psl/gn/v20210426/psl/psl_day_UKESM1-0-LL_historical_r15i1p1f2_gn_18600101-18611230.nc
49,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r15i1p1f2,day,psl,gn,,v20210426,18620101-18631230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r15i1p1f2/day/psl/gn/v20210426/psl/psl_day_UKESM1-0-LL_historical_r15i1p1f2_gn_18620101-18631230.nc
50,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r15i1p1f2,day,psl,gn,,v20210426,18640101-18651230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r15i1p1f2/day/psl/gn/v20210426/psl/psl_day_UKESM1-0-LL_historical_r15i1p1f2_gn_18640101-18651230.nc
51,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r15i1p1f2,day,psl,gn,,v20210426,18660101-18671230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r15i1p1f2/day/psl/gn/v20210426/psl/psl_day_UKESM1-0-LL_historical_r15i1p1f2_gn_18660101-18671230.nc
52,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r15i1p1f2,day,sfcWind,gn,,v20210426,18500101-18511230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r15i1p1f2/day/sfcWind/gn/v20210426/sfcWind/sfcWind_day_UKESM1-0-LL_historical_r15i1p1f2_gn_18500101-18511230.nc
53,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r15i1p1f2,day,sfcWind,gn,,v20210426,18520101-18531230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r15i1p1f2/day/sfcWind/gn/v20210426/sfcWind/sfcWind_day_UKESM1-0-LL_historical_r15i1p1f2_gn_18520101-18531230.nc
54,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r15i1p1f2,day,sfcWind,gn,,v20210426,18540101-18551230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r15i1p1f2/day/sfcWind/gn/v20210426/sfcWind/sfcWind_day_UKESM1-0-LL_historical_r15i1p1f2_gn_18540101-18551230.nc
55,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r15i1p1f2,day,sfcWind,gn,,v20210426,18600101-18611230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r15i1p1f2/day/sfcWind/gn/v20210426/sfcWind/sfcWind_day_UKESM1-0-LL_historical_r15i1p1f2_gn_18600101-18611230.nc
56,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r15i1p1f2,day,sfcWind,gn,,v20210426,18620101-18631230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r15i1p1f2/day/sfcWind/gn/v20210426/sfcWind/sfcWind_day_UKESM1-0-LL_historical_r15i1p1f2_gn_18620101-18631230.nc
57,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r15i1p1f2,day,sfcWind,gn,,v20210426,18640101-18651230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r15i1p1f2/day/sfcWind/gn/v20210426/sfcWind/sfcWind_day_UKESM1-0-LL_historical_r15i1p1f2_gn_18640101-18651230.nc
58,CMIP,NIMS-KMA,UKESM1-0-LL,historical,r15i1p1f2,day,sfcWind,gn,,v20210426,18660101-18671230,/glade/collections/cmip/CMIP6/CMIP/NIMS-KMA/UKESM1-0-LL/historical/r15i1p1f2/day/sfcWind/gn/v20210426/sfcWind/sfcWind_day_UKESM1-0-LL_historical_r15i1p1f2_gn_18660101-18671230.nc
59,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp126,r13i1p1f2,day,psl,gn,,v20210426,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp126/r13i1p1f2/day/psl/gn/v20210426/psl/psl_day_UKESM1-0-LL_ssp126_r13i1p1f2_gn_20150101-20491230.nc
60,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp126,r13i1p1f2,day,psl,gn,,v20210426,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp126/r13i1p1f2/day/psl/gn/v20210426/psl/psl_day_UKESM1-0-LL_ssp126_r13i1p1f2_gn_20500101-20991230.nc
61,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp126,r13i1p1f2,day,sfcWind,gn,,v20210426,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp126/r13i1p1f2/day/sfcWind/gn/v20210426/sfcWind/sfcWind_day_UKESM1-0-LL_ssp126_r13i1p1f2_gn_20150101-20491230.nc
62,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp126,r13i1p1f2,day,sfcWind,gn,,v20210426,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp126/r13i1p1f2/day/sfcWind/gn/v20210426/sfcWind/sfcWind_day_UKESM1-0-LL_ssp126_r13i1p1f2_gn_20500101-20991230.nc
