,activity_id,institution_id,source_id,experiment_id,member_id,table_id,variable_id,grid_label,dcpp_init_year,version,time_range,path
63,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp126,r14i1p1f2,day,psl,gn,,v20210426,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp126/r14i1p1f2/day/psl/gn/v20210426/psl/psl_day_UKESM1-0-LL_ssp126_r14i1p1f2_gn_20150101-20491230.nc
64,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp126,r14i1p1f2,day,psl,gn,,v20210426,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp126/r14i1p1f2/day/psl/gn/v20210426/psl/psl_day_UKESM1-0-LL_ssp126_r14i1p1f2_gn_20500101-20991230.nc
65,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp126,r14i1p1f2,day,sfcWind,gn,,v20210426,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp126/r14i1p1f2/day/sfcWind/gn/v20210426/sfcWind/sfcWind_day_UKESM1-0-LL_ssp126_r14i1p1f2_gn_20150101-20491230.nc
66,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp126,r14i1p1f2,day,sfcWind,gn,,v20210426,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp126/r14i1p1f2/day/sfcWind/gn/v20210426/sfcWind/sfcWind_day_UKESM1-0-LL_ssp126_r14i1p1f2_gn_20500101-20991230.nc
67,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp126,r15i1p1f2,day,psl,gn,,v20210427,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp126/r15i1p1f2/day/psl/gn/v20210427/psl/psl_day_UKESM1-0-LL_ssp126_r15i1p1f2_gn_20150101-20491230.nc
68,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp126,r15i1p1f2,day,psl,gn,,v20210427,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp126/r15i1p1f2/day/psl/gn/v20210427/psl/psl_day_UKESM1-0-LL_ssp126_r15i1p1f2_gn_20500101-20991230.nc
69,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp126,r15i1p1f2,day,sfcWind,gn,,v20210427,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp126/r15i1p1f2/day/sfcWind/gn/v20210427/sfcWind/sfcWind_day_UKESM1-0-LL_ssp126_r15i1p1f2_gn_20150101-20491230.nc
70,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp126,r15i1p1f2,day,sfcWind,gn,,v20210427,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp126/r15i1p1f2/day/sfcWind/gn/v20210427/sfcWind/sfcWind_day_UKESM1-0-LL_ssp126_r15i1p1f2_gn_20500101-20991230.nc
71,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp245,r13i1p1f2,Amon,evspsbl,gn,,v20200818,201501-204912,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp245/r13i1p1f2/Amon/evspsbl/gn/v20200818/evspsbl/evspsbl_Amon_UKESM1-0-LL_ssp245_r13i1p1f2_gn_201501-204912.nc
72,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp245,r13i1p1f2,Amon,evspsbl,gn,,v20200818,205001-210012,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp245/r13i1p1f2/Amon/evspsbl/gn/v20200818/evspsbl/evspsbl_Amon_UKESM1-0-LL_ssp245_r13i1p1f2_gn_205001-210012.nc
73,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp245,r13i1p1f2,day,psl,gn,,v20200818,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp245/r13i1p1f2/day/psl/gn/v20200818/psl/psl_day_UKESM1-0-LL_ssp245_r13i1p1f2_gn_20150101-20491230.nc
74,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp245,r13i1p1f2,day,psl,gn,,v20200818,20500101-21001230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp245/r13i1p1f2/day/psl/gn/v20200818/psl/psl_day_UKESM1-0-LL_ssp245_r13i1p1f2_gn_20500101-21001230.nc
75,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp245,r13i1p1f2,day,sfcWind,gn,,v20200923,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp245/r13i1p1f2/day/sfcWind/gn/v20200923/sfcWind/sfcWind_day_UKESM1-0-LL_ssp245_r13i1p1f2_gn_20150101-20491230.nc
76,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp245,r13i1p1f2,day,sfcWind,gn,,v20200923,20500101-21001230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp245/r13i1p1f2/day/sfcWind/gn/v20200923/sfcWind/sfcWind_day_UKESM1-0-LL_ssp245_r13i1p1f2_gn_20500101-21001230.nc
77,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp245,r14i1p1f2,day,psl,gn,,v20210427,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp245/r14i1p1f2/day/psl/gn/v20210427/psl/psl_day_UKESM1-0-LL_ssp245_r14i1p1f2_gn_20150101-20491230.nc
78,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp245,r14i1p1f2,day,psl,gn,,v20210427,20500101-21001230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp245/r14i1p1f2/day/psl/gn/v20210427/psl/psl_day_UKESM1-0-LL_ssp245_r14i1p1f2_gn_20500101-21001230.nc
79,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp245,r14i1p1f2,day,sfcWind,gn,,v20210427,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp245/r14i1p1f2/day/sfcWind/gn/v20210427/sfcWind/sfcWind_day_UKESM1-0-LL_ssp245_r14i1p1f2_gn_20150101-20491230.nc
80,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp245,r14i1p1f2,day,sfcWind,gn,,v20210427,20500101-21001230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp245/r14i1p1f2/day/sfcWind/gn/v20210427/sfcWind/sfcWind_day_UKESM1-0-LL_ssp245_r14i1p1f2_gn_20500101-21001230.nc
81,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp245,r15i1p1f2,day,psl,gn,,v20210427,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp245/r15i1p1f2/day/psl/gn/v20210427/psl/psl_day_UKESM1-0-LL_ssp245_r15i1p1f2_gn_20150101-20491230.nc
82,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp245,r15i1p1f2,day,psl,gn,,v20210427,20500101-21001230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp245/r15i1p1f2/day/psl/gn/v20210427/psl/psl_day_UKESM1-0-LL_ssp245_r15i1p1f2_gn_20500101-21001230.nc
83,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp245,r15i1p1f2,day,sfcWind,gn,,v20210427,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp245/r15i1p1f2/day/sfcWind/gn/v20210427/sfcWind/sfcWind_day_UKESM1-0-LL_ssp245_r15i1p1f2_gn_20150101-20491230.nc
84,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp245,r15i1p1f2,day,sfcWind,gn,,v20210427,20500101-21001230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp245/r15i1p1f2/day/sfcWind/gn/v20210427/sfcWind/sfcWind_day_UKESM1-0-LL_ssp245_r15i1p1f2_gn_20500101-21001230.nc
85,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r13i1p1f2,day,psl,gn,,v20210427,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r13i1p1f2/day/psl/gn/v20210427/psl/psl_day_UKESM1-0-LL_ssp370_r13i1p1f2_gn_20150101-20491230.nc
86,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r13i1p1f2,day,psl,gn,,v20210427,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r13i1p1f2/day/psl/gn/v20210427/psl/psl_day_UKESM1-0-LL_ssp370_r13i1p1f2_gn_20500101-20991230.nc
87,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r13i1p1f2,day,rsds,gn,,v20210427,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r13i1p1f2/day/rsds/gn/v20210427/rsds/rsds_day_UKESM1-0-LL_ssp370_r13i1p1f2_gn_20150101-20491230.nc
88,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r13i1p1f2,day,rsds,gn,,v20210427,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r13i1p1f2/day/rsds/gn/v20210427/rsds/rsds_day_UKESM1-0-LL_ssp370_r13i1p1f2_gn_20500101-20991230.nc
89,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r13i1p1f2,day,sfcWind,gn,,v20210427,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r13i1p1f2/day/sfcWind/gn/v20210427/sfcWind/sfcWind_day_UKESM1-0-LL_ssp370_r13i1p1f2_gn_20150101-20491230.nc
90,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r13i1p1f2,day,sfcWind,gn,,v20210427,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r13i1p1f2/day/sfcWind/gn/v20210427/sfcWind/sfcWind_day_UKESM1-0-LL_ssp370_r13i1p1f2_gn_20500101-20991230.nc
91,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r13i1p1f2,day,snw,gn,,v20210427,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r13i1p1f2/day/snw/gn/v20210427/snw/snw_day_UKESM1-0-LL_ssp370_r13i1p1f2_gn_20150101-20491230.nc
92,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r13i1p1f2,day,snw,gn,,v20210427,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r13i1p1f2/day/snw/gn/v20210427/snw/snw_day_UKESM1-0-LL_ssp370_r13i1p1f2_gn_20500101-20991230.nc
93,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r13i1p1f2,day,tasmax,gn,,v20210427,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r13i1p1f2/day/tasmax/gn/v20210427/tasmax/tasmax_day_UKESM1-0-LL_ssp370_r13i1p1f2_gn_20150101-20491230.nc
94,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r13i1p1f2,day,tasmax,gn,,v20210427,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r13i1p1f2/day/tasmax/gn/v20210427/tasmax/tasmax_day_UKESM1-0-LL_ssp370_r13i1p1f2_gn_20500101-20991230.nc
95,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r14i1p1f2,day,psl,gn,,v20210428,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r14i1p1f2/day/psl/gn/v20210428/psl/psl_day_UKESM1-0-LL_ssp370_r14i1p1f2_gn_20150101-20491230.nc
96,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r14i1p1f2,day,psl,gn,,v20210428,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r14i1p1f2/day/psl/gn/v20210428/psl/psl_day_UKESM1-0-LL_ssp370_r14i1p1f2_gn_20500101-20991230.nc
97,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r14i1p1f2,day,rsds,gn,,v20210428,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r14i1p1f2/day/rsds/gn/v20210428/rsds/rsds_day_UKESM1-0-LL_ssp370_r14i1p1f2_gn_20150101-20491230.nc
98,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r14i1p1f2,day,rsds,gn,,v20210428,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r14i1p1f2/day/rsds/gn/v20210428/rsds/rsds_day_UKESM1-0-LL_ssp370_r14i1p1f2_gn_20500101-20991230.nc
99,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r14i1p1f2,day,sfcWind,gn,,v20210428,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r14i1p1f2/day/sfcWind/gn/v20210428/sfcWind/sfcWind_day_UKESM1-0-LL_ssp370_r14i1p1f2_gn_20150101-20491230.nc
100,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r14i1p1f2,day,sfcWind,gn,,v20210428,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r14i1p1f2/day/sfcWind/gn/v20210428/sfcWind/sfcWind_day_UKESM1-0-LL_ssp370_r14i1p1f2_gn_20500101-20991230.nc
101,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r14i1p1f2,day,snw,gn,,v20210428,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r14i1p1f2/day/snw/gn/v20210428/snw/snw_day_UKESM1-0-LL_ssp370_r14i1p1f2_gn_20150101-20491230.nc
102,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r14i1p1f2,day,snw,gn,,v20210428,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r14i1p1f2/day/snw/gn/v20210428/snw/snw_day_UKESM1-0-LL_ssp370_r14i1p1f2_gn_20500101-20991230.nc
103,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r14i1p1f2,day,tasmax,gn,,v20210428,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r14i1p1f2/day/tasmax/gn/v20210428/tasmax/tasmax_day_UKESM1-0-LL_ssp370_r14i1p1f2_gn_20150101-20491230.nc
104,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r14i1p1f2,day,tasmax,gn,,v20210428,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r14i1p1f2/day/tasmax/gn/v20210428/tasmax/tasmax_day_UKESM1-0-LL_ssp370_r14i1p1f2_gn_20500101-20991230.nc
105,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r15i1p1f2,day,psl,gn,,v20210428,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r15i1p1f2/day/psl/gn/v20210428/psl/psl_day_UKESM1-0-LL_ssp370_r15i1p1f2_gn_20150101-20491230.nc
106,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r15i1p1f2,day,psl,gn,,v20210428,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r15i1p1f2/day/psl/gn/v20210428/psl/psl_day_UKESM1-0-LL_ssp370_r15i1p1f2_gn_20500101-20991230.nc
107,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r15i1p1f2,day,rsds,gn,,v20210428,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r15i1p1f2/day/rsds/gn/v20210428/rsds/rsds_day_UKESM1-0-LL_ssp370_r15i1p1f2_gn_20150101-20491230.nc
108,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r15i1p1f2,day,rsds,gn,,v20210428,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r15i1p1f2/day/rsds/gn/v20210428/rsds/rsds_day_UKESM1-0-LL_ssp370_r15i1p1f2_gn_20500101-20991230.nc
109,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r15i1p1f2,day,sfcWind,gn,,v20210428,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r15i1p1f2/day/sfcWind/gn/v20210428/sfcWind/sfcWind_day_UKESM1-0-LL_ssp370_r15i1p1f2_gn_20150101-20491230.nc
110,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r15i1p1f2,day,sfcWind,gn,,v20210428,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r15i1p1f2/day/sfcWind/gn/v20210428/sfcWind/sfcWind_day_UKESM1-0-LL_ssp370_r15i1p1f2_gn_20500101-20991230.nc
111,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r15i1p1f2,day,snw,gn,,v20210428,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r15i1p1f2/day/snw/gn/v20210428/snw/snw_day_UKESM1-0-LL_ssp370_r15i1p1f2_gn_20150101-20491230.nc
112,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r15i1p1f2,day,snw,gn,,v20210428,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r15i1p1f2/day/snw/gn/v20210428/snw/snw_day_UKESM1-0-LL_ssp370_r15i1p1f2_gn_20500101-20991230.nc
113,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r15i1p1f2,day,tasmax,gn,,v20210428,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r15i1p1f2/day/tasmax/gn/v20210428/tasmax/tasmax_day_UKESM1-0-LL_ssp370_r15i1p1f2_gn_20150101-20491230.nc
114,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp370,r15i1p1f2,day,tasmax,gn,,v20210428,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp370/r15i1p1f2/day/tasmax/gn/v20210428/tasmax/tasmax_day_UKESM1-0-LL_ssp370_r15i1p1f2_gn_20500101-20991230.nc
115,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp585,r13i1p1f2,day,psl,gn,,v20210428,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp585/r13i1p1f2/day/psl/gn/v20210428/psl/psl_day_UKESM1-0-LL_ssp585_r13i1p1f2_gn_20150101-20491230.nc
116,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp585,r13i1p1f2,day,psl,gn,,v20210428,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp585/r13i1p1f2/day/psl/gn/v20210428/psl/psl_day_UKESM1-0-LL_ssp585_r13i1p1f2_gn_20500101-20991230.nc
117,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp585,r13i1p1f2,day,sfcWind,gn,,v20210428,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp585/r13i1p1f2/day/sfcWind/gn/v20210428/sfcWind/sfcWind_day_UKESM1-0-LL_ssp585_r13i1p1f2_gn_20150101-20491230.nc
118,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp585,r13i1p1f2,day,sfcWind,gn,,v20210428,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp585/r13i1p1f2/day/sfcWind/gn/v20210428/sfcWind/sfcWind_day_UKESM1-0-LL_ssp585_r13i1p1f2_gn_20500101-20991230.nc
119,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp585,r14i1p1f2,day,psl,gn,,v20210428,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp585/r14i1p1f2/day/psl/gn/v20210428/psl/psl_day_UKESM1-0-LL_ssp585_r14i1p1f2_gn_20150101-20491230.nc
120,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp585,r14i1p1f2,day,psl,gn,,v20210428,20520101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp585/r14i1p1f2/day/psl/gn/v20210428/psl/psl_day_UKESM1-0-LL_ssp585_r14i1p1f2_gn_20520101-20991230.nc
121,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp585,r14i1p1f2,day,sfcWind,gn,,v20210428,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp585/r14i1p1f2/day/sfcWind/gn/v20210428/sfcWind/sfcWind_day_UKESM1-0-LL_ssp585_r14i1p1f2_gn_20150101-20491230.nc
122,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp585,r14i1p1f2,day,sfcWind,gn,,v20210428,20520101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp585/r14i1p1f2/day/sfcWind/gn/v20210428/sfcWind/sfcWind_day_UKESM1-0-LL_ssp585_r14i1p1f2_gn_20520101-20991230.nc
123,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp585,r15i1p1f2,day,psl,gn,,v20210428,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp585/r15i1p1f2/day/psl/gn/v20210428/psl/psl_day_UKESM1-0-LL_ssp585_r15i1p1f2_gn_20150101-20491230.nc
124,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp585,r15i1p1f2,day,psl,gn,,v20210428,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp585/r15i1p1f2/day/psl/gn/v20210428/psl/psl_day_UKESM1-0-LL_ssp585_r15i1p1f2_gn_20500101-20991230.nc
125,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp585,r15i1p1f2,day,sfcWind,gn,,v20210428,20150101-20491230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp585/r15i1p1f2/day/sfcWind/gn/v20210428/sfcWind/sfcWind_day_UKESM1-0-LL_ssp585_r15i1p1f2_gn_20150101-20491230.nc
126,ScenarioMIP,NIMS-KMA,UKESM1-0-LL,ssp585,r15i1p1f2,day,sfcWind,gn,,v20210428,20500101-20991230,/glade/collections/cmip/CMIP6/ScenarioMIP/NIMS-KMA/UKESM1-0-LL/ssp585/r15i1p1f2/day/sfcWind/gn/v20210428/sfcWind/sfcWind_day_UKESM1-0-LL_ssp585_r15i1p1f2_gn_20500101-20991230.nc
